ID,Response
50883.0,0.6606802344322205
50884.0,0.5195563435554504
50885.0,0.5226804614067078
50886.0,0.5807300209999084
50887.0,0.598243236541748
50888.0,0.4168313145637512
50889.0,0.5900858640670776
50890.0,0.5456928610801697
50891.0,0.5312829613685608
50892.0,0.43207037448883057
50893.0,0.58191978931427
50894.0,0.555359959602356
50895.0,0.8285326361656189
50896.0,0.5338231921195984
50897.0,0.40243715047836304
50898.0,0.5045202374458313
50899.0,0.7320657968521118
50900.0,0.49620118737220764
50901.0,0.509207546710968
50902.0,0.6044498085975647
50903.0,0.5064035058021545
50904.0,0.4457433521747589
50905.0,0.42149826884269714
50906.0,0.4743175506591797
50907.0,0.6014290452003479
50908.0,0.6231415271759033
50909.0,0.5539398789405823
50910.0,0.4765443205833435
50911.0,0.5033965706825256
50912.0,0.39116188883781433
50913.0,0.40741318464279175
50914.0,0.4681965112686157
50915.0,0.449804425239563
50916.0,0.9779103994369507
50917.0,0.526393711566925
50918.0,0.46745920181274414
50919.0,0.2598592936992645
50920.0,0.487592488527298
50921.0,0.5418261885643005
50922.0,0.6249593496322632
50923.0,0.3182253837585449
50924.0,0.494848370552063
50925.0,0.42879727482795715
50926.0,0.6840272545814514
50927.0,0.4232093393802643
50928.0,0.6843616366386414
50929.0,0.46384763717651367
50930.0,0.5405382513999939
50931.0,0.53868567943573
50932.0,0.5672585964202881
50933.0,0.4938756227493286
50934.0,0.4787677824497223
50935.0,0.6981627941131592
50936.0,0.6449810266494751
50937.0,0.6005734205245972
50938.0,0.6944107413291931
50939.0,0.4620247781276703
50940.0,0.6129302382469177
50941.0,0.9382938742637634
50942.0,0.8277978301048279
50943.0,0.6501884460449219
50944.0,0.4130653738975525
50945.0,0.5450478196144104
50946.0,0.6768597364425659
50947.0,0.7503482103347778
50948.0,0.40562987327575684
50949.0,0.7274155020713806
50950.0,0.46756672859191895
50951.0,0.5218285918235779
50952.0,0.4922075867652893
50953.0,0.7336569428443909
50954.0,0.515881359577179
50955.0,0.7769492864608765
50956.0,0.5363039970397949
50957.0,0.12794259190559387
50958.0,0.7263405323028564
50959.0,0.5294111371040344
50960.0,0.5272495746612549
50961.0,0.546990692615509
50962.0,0.5083178281784058
50963.0,0.47226643562316895
50964.0,0.5727543830871582
50965.0,0.5477419495582581
50966.0,0.3771790862083435
50967.0,0.5308809876441956
50968.0,0.5611820220947266
50969.0,0.6550722718238831
50970.0,0.4969872832298279
50971.0,0.5203622579574585
50972.0,0.37991824746131897
50973.0,0.8549624681472778
50974.0,0.7079194784164429
50975.0,0.5097653865814209
50976.0,0.4736412763595581
50977.0,0.38146668672561646
50978.0,0.2892115116119385
50979.0,0.6706973314285278
50980.0,0.557093620300293
50981.0,0.36122629046440125
50982.0,0.33236855268478394
50983.0,0.5823354125022888
50984.0,0.46002358198165894
50985.0,0.5243999361991882
50986.0,0.3722701668739319
50987.0,0.872969388961792
50988.0,0.5124193429946899
50989.0,0.043208181858062744
50990.0,0.49002745747566223
50991.0,0.8028149604797363
50992.0,0.48468828201293945
50993.0,0.5381066799163818
50994.0,0.4728774428367615
50995.0,0.8070485591888428
50996.0,0.07582259178161621
50997.0,0.5537166595458984
50998.0,0.5317388772964478
50999.0,2.9934132429743077e-12
51000.0,0.4947681128978729
51001.0,0.5473755598068237
51002.0,0.37989750504493713
51003.0,0.7162204384803772
51004.0,0.44129908084869385
51005.0,0.73720782995224
51006.0,0.5401910543441772
51007.0,0.33339619636535645
51008.0,0.7193858623504639
51009.0,0.2851961851119995
51010.0,0.5744484066963196
51011.0,0.4950554370880127
51012.0,0.36595022678375244
51013.0,0.5333958864212036
51014.0,0.7455397248268127
51015.0,0.2351606786251068
51016.0,0.005285859107971191
51017.0,0.392254114151001
51018.0,0.5556620359420776
51019.0,0.4662243127822876
51020.0,0.08607640862464905
51021.0,0.5353253483772278
51022.0,0.7224458456039429
51023.0,0.43406420946121216
51024.0,0.5223730206489563
51025.0,0.4776836335659027
51026.0,0.5528554320335388
51027.0,0.412981241941452
51028.0,0.4136199653148651
51029.0,0.7043492794036865
51030.0,0.457768976688385
51031.0,0.7087143063545227
51032.0,0.5237447619438171
51033.0,0.6310296058654785
51034.0,0.4083010256290436
51035.0,0.4879602789878845
51036.0,0.8129006624221802
51037.0,0.6281740665435791
51038.0,0.4599509537220001
51039.0,0.5407878160476685
51040.0,0.6126903295516968
51041.0,0.5132794976234436
51042.0,0.686820924282074
51043.0,0.46852368116378784
51044.0,0.7649856805801392
51045.0,0.4254279136657715
51046.0,0.42274898290634155
51047.0,0.27823296189308167
51048.0,0.6379907727241516
51049.0,0.646682858467102
51050.0,0.6263619661331177
51051.0,0.5453911423683167
51052.0,0.5042181611061096
51053.0,0.04675358533859253
51054.0,0.5274456739425659
51055.0,0.5051135420799255
51056.0,0.5569344162940979
51057.0,0.5048127770423889
51058.0,0.6330707669258118
51059.0,0.33155232667922974
51060.0,0.5853655934333801
51061.0,0.5234919786453247
51062.0,0.6259792447090149
51063.0,0.21553465723991394
51064.0,0.529076099395752
51065.0,0.4137561023235321
51066.0,0.4681241512298584
51067.0,0.7600178718566895
51068.0,0.5922259092330933
51069.0,0.6372052431106567
51070.0,0.27395397424697876
51071.0,0.5044705867767334
51072.0,0.5009633302688599
51073.0,0.38641080260276794
51074.0,0.4992836117744446
51075.0,0.5051511526107788
51076.0,0.6528693437576294
51077.0,0.8103486895561218
51078.0,0.6022367477416992
51079.0,0.554067850112915
51080.0,0.605484127998352
51081.0,0.521787166595459
51082.0,0.6991517543792725
51083.0,0.6687936186790466
51084.0,0.5744842290878296
51085.0,0.5455868244171143
51086.0,0.44138839840888977
51087.0,0.8406037092208862
51088.0,0.44511979818344116
51089.0,0.5755330324172974
51090.0,0.5349707007408142
51091.0,0.41467154026031494
51092.0,0.0673513412475586
51093.0,0.602605402469635
51094.0,0.5056378245353699
51095.0,0.57160484790802
51096.0,0.5833147764205933
51097.0,0.3894907534122467
51098.0,0.5262519121170044
51099.0,0.6337152123451233
51100.0,0.6671277284622192
51101.0,0.5547351241111755
51102.0,0.4045087695121765
51103.0,0.38016360998153687
51104.0,0.1380019187927246
51105.0,0.412688672542572
51106.0,0.5488526225090027
51107.0,0.6446753740310669
51108.0,0.6623038053512573
51109.0,0.3509919047355652
51110.0,0.7953636646270752
51111.0,0.6604403257369995
51112.0,0.5484129786491394
51113.0,0.5272209048271179
51114.0,0.4922509491443634
51115.0,0.6909992098808289
51116.0,0.7070251107215881
51117.0,0.5823326706886292
51118.0,0.619142472743988
51119.0,0.534522533416748
51120.0,0.5046316981315613
51121.0,0.43144187331199646
51122.0,0.6195756196975708
51123.0,0.6169343590736389
51124.0,0.38885995745658875
51125.0,0.4409582316875458
51126.0,0.1885836124420166
51127.0,0.6350246071815491
51128.0,0.6527796387672424
51129.0,0.667427122592926
51130.0,0.5982427597045898
51131.0,0.7297357320785522
51132.0,0.7602721452713013
51133.0,0.5817093849182129
51134.0,0.8488385677337646
51135.0,0.5794815421104431
51136.0,0.4601052701473236
51137.0,0.6091794371604919
51138.0,0.3833000659942627
51139.0,0.6549263000488281
51140.0,0.5255707502365112
51141.0,0.5214227437973022
51142.0,0.46162015199661255
51143.0,0.05685809254646301
51144.0,0.44399261474609375
51145.0,0.4589410126209259
51146.0,0.40748131275177
51147.0,0.32031309604644775
